date,open,high,low,close,volume,average,barCount
2025-02-21 09:30:00-05:00,0.7226,0.7226,0.7226,0.7226,542.0,0.7226,1
2025-02-21 09:31:00-05:00,0.7226,0.7226,0.7226,0.7226,0.0,0.7226,0
2025-02-21 09:32:00-05:00,0.72,0.7275,0.7151,0.7275,750.0,0.71823,3
2025-02-21 09:33:00-05:00,0.722,0.722,0.722,0.722,300.0,0.722,1
2025-02-21 09:34:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:35:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:36:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:37:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:38:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:39:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:40:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:41:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:42:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:43:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:44:00-05:00,0.722,0.722,0.722,0.722,0.0,0.722,0
2025-02-21 09:45:00-05:00,0.7202,0.7202,0.7202,0.7202,100.0,0.7202,1
2025-02-21 09:46:00-05:00,0.7202,0.7202,0.7202,0.7202,0.0,0.7202,0
2025-02-21 09:47:00-05:00,0.7202,0.7202,0.7202,0.7202,0.0,0.7202,0
2025-02-21 09:48:00-05:00,0.7202,0.7202,0.7202,0.7202,0.0,0.7202,0
2025-02-21 09:49:00-05:00,0.7202,0.7202,0.7202,0.7202,0.0,0.7202,0
2025-02-21 09:50:00-05:00,0.7202,0.7202,0.7202,0.7202,0.0,0.7202,0
2025-02-21 09:51:00-05:00,0.7202,0.7202,0.7202,0.7202,0.0,0.7202,0
