date,open,high,low,close,volume,average,barCount
2025-02-14 09:30:00-05:00,33.92,33.92,32.72,33.0,13908.0,33.002,11
2025-02-14 09:31:00-05:00,33.02,33.02,31.0,31.0,5985.0,31.629,23
2025-02-14 09:32:00-05:00,30.56,31.55,30.15,31.0,4824.0,30.852,16
2025-02-14 09:33:00-05:00,30.22,31.0,28.89,28.89,8816.0,30.009,37
2025-02-14 09:34:00-05:00,28.36,29.81,28.26,29.29,16888.0,28.749,35
2025-02-14 09:35:00-05:00,29.02,30.0,28.97,29.04,8768.0,29.163,22
2025-02-14 09:36:00-05:00,29.94,30.96,29.46,30.53,4289.0,30.143,23
2025-02-14 09:37:00-05:00,30.87,30.92,30.2,30.92,7735.0,30.59,33
2025-02-14 09:38:00-05:00,30.34,31.0,29.7,30.45,13965.0,30.508,28
2025-02-14 09:39:00-05:00,29.4,30.0,29.4,29.57,1440.0,29.505,9
2025-02-14 09:40:00-05:00,29.1,30.0,28.6,29.65,1870.0,29.417,9
2025-02-14 09:41:00-05:00,29.25,29.65,29.02,29.03,4055.0,29.245,8
2025-02-14 09:42:00-05:00,29.0,29.0,28.56,29.0,2050.0,28.847,9
2025-02-14 09:43:00-05:00,29.01,29.01,27.03,27.99,9289.0,27.606,28
2025-02-14 09:44:00-05:00,27.26,27.4,26.08,27.14,16022.0,26.834,28
2025-02-14 09:45:00-05:00,27.14,27.89,26.69,27.0,4447.0,27.281,13
2025-02-14 09:46:00-05:00,27.96,27.96,27.03,27.77,4662.0,27.729,8
2025-02-14 09:47:00-05:00,27.2,27.74,27.07,27.27,2320.0,27.403,9
2025-02-14 09:48:00-05:00,27.48,27.93,27.45,27.76,6898.0,27.624,13
2025-02-14 09:49:00-05:00,27.8,28.0,27.5,27.5,5448.0,27.682,18
2025-02-14 09:50:00-05:00,27.25,27.47,26.37,26.37,7812.0,26.863,25
2025-02-14 09:51:00-05:00,26.38,26.89,26.21,26.21,3793.0,26.503,12
2025-02-14 09:52:00-05:00,26.2,26.2,24.26,24.26,9503.0,25.187,30
2025-02-14 09:53:00-05:00,24.26,24.26,24.26,24.26,0.0,24.26,0
2025-02-14 09:54:00-05:00,24.26,24.26,24.26,24.26,0.0,24.26,0
2025-02-14 09:55:00-05:00,24.26,24.26,24.26,24.26,0.0,24.26,0
2025-02-14 09:56:00-05:00,24.26,24.26,24.26,24.26,0.0,24.26,0
2025-02-14 09:57:00-05:00,24.26,24.26,24.26,24.26,0.0,24.26,0
2025-02-14 09:58:00-05:00,24.04,24.04,21.22,22.51,20686.0,22.667,64
2025-02-14 09:59:00-05:00,22.75,23.84,22.31,22.32,19621.0,23.185,65
2025-02-14 10:00:00-05:00,22.5,24.0,22.32,23.5,7030.0,23.016,29
2025-02-14 10:01:00-05:00,23.5,24.3,23.12,23.75,8088.0,23.924,21
2025-02-14 10:02:00-05:00,23.79,24.56,23.75,24.35,6338.0,24.142,22
2025-02-14 10:03:00-05:00,24.5,25.0,24.5,25.0,6107.0,24.801,12
2025-02-14 10:04:00-05:00,24.5,25.55,24.5,25.5,9473.0,25.206,33
2025-02-14 10:05:00-05:00,26.28,26.28,26.28,26.28,1750.0,26.28,8
2025-02-14 10:06:00-05:00,26.28,26.28,26.28,26.28,0.0,26.28,0
2025-02-14 10:07:00-05:00,26.28,26.28,26.28,26.28,0.0,26.28,0
2025-02-14 10:08:00-05:00,26.28,26.28,26.28,26.28,0.0,26.28,0
2025-02-14 10:09:00-05:00,26.28,26.28,26.28,26.28,0.0,26.28,0
2025-02-14 10:10:00-05:00,26.0,26.0,24.1,24.1,9343.0,25.106,22
2025-02-14 10:11:00-05:00,25.05,25.06,24.11,24.5,1898.0,24.508,6
2025-02-14 10:12:00-05:00,25.02,25.97,25.02,25.25,1438.0,25.244,4
2025-02-14 10:13:00-05:00,25.0,25.84,25.0,25.76,1437.0,25.611,6
2025-02-14 10:14:00-05:00,25.91,26.0,25.5,25.51,3799.0,25.857,9
2025-02-14 10:15:00-05:00,25.94,25.94,25.94,25.94,296.0,25.94,2
2025-02-14 10:16:00-05:00,25.55,25.98,25.54,25.95,10919.0,25.925,12
2025-02-14 10:17:00-05:00,26.0,27.69,25.69,26.84,14195.0,26.363,35
2025-02-14 10:18:00-05:00,26.96,27.47,26.5,26.88,3240.0,26.963,12
2025-02-14 10:19:00-05:00,26.99,26.99,25.96,26.21,14863.0,26.359,25
