date,open,high,low,close,volume,average,barCount
2025-02-21 09:30:00-05:00,2.04,2.04,2.04,2.04,238.0,2.04,1
2025-02-21 09:31:00-05:00,2.04,2.04,2.04,2.04,0.0,2.04,0
2025-02-21 09:32:00-05:00,2.04,2.04,2.04,2.04,0.0,2.04,0
2025-02-21 09:33:00-05:00,2.04,2.04,2.04,2.04,0.0,2.04,0
2025-02-21 09:34:00-05:00,2.04,2.04,2.04,2.04,0.0,2.04,0
2025-02-21 09:35:00-05:00,2.04,2.04,2.04,2.04,0.0,2.04,0
2025-02-21 09:36:00-05:00,2.0572,2.0572,2.0572,2.0572,1050.0,2.0572,1
2025-02-21 09:37:00-05:00,2.0572,2.0572,2.0572,2.0572,0.0,2.0572,0
2025-02-21 09:38:00-05:00,2.0572,2.0572,2.0572,2.0572,0.0,2.0572,0
2025-02-21 09:39:00-05:00,2.0572,2.0572,2.0572,2.0572,0.0,2.0572,0
2025-02-21 09:40:00-05:00,2.0572,2.0572,2.0572,2.0572,0.0,2.0572,0
2025-02-21 09:41:00-05:00,2.0572,2.0572,2.0572,2.0572,0.0,2.0572,0
2025-02-21 09:42:00-05:00,2.0572,2.0572,2.0572,2.0572,0.0,2.0572,0
2025-02-21 09:43:00-05:00,2.06,2.06,2.06,2.06,400.0,2.06,1
2025-02-21 09:44:00-05:00,2.06,2.06,2.06,2.06,0.0,2.06,0
2025-02-21 09:45:00-05:00,2.06,2.06,2.06,2.06,0.0,2.06,0
2025-02-21 09:46:00-05:00,2.06,2.06,2.06,2.06,0.0,2.06,0
2025-02-21 09:47:00-05:00,2.06,2.06,2.06,2.06,0.0,2.06,0
2025-02-21 09:48:00-05:00,2.06,2.06,2.06,2.06,0.0,2.06,0
2025-02-21 09:49:00-05:00,2.06,2.06,2.06,2.06,0.0,2.06,0
2025-02-21 09:50:00-05:00,2.05,2.05,2.05,2.05,338.0,2.05,1
2025-02-21 09:51:00-05:00,2.05,2.05,2.05,2.05,0.0,2.05,0
2025-02-21 09:52:00-05:00,2.05,2.05,2.05,2.05,0.0,2.05,0
2025-02-21 09:53:00-05:00,2.05,2.05,2.05,2.05,0.0,2.05,0
